ID,SubjectID,UniqueID,SP,TwinID,MilkDataProcessed_SubjectID,Sex,Race,Year,HowOftenDrinkMilk,DrinkMilk,TestDate,TestingDay,TestingAge,Status_SelfReported,Status_Genotyped,MZDZ,Same_sex,Co_TwinID,HigherFatMilk_temp,LowerFatMilk_temp,TotalCorrect,Correct_FatFirst,Correct_FatSecond,Pyrophosphate_Sweet,Pyrophosphate_Salty,Pyrophosphate_Sour,Pyrophosphate_Bitter,Pyrophosphate_Burn,Pyrophosphate_Like,Pyrophosphate_Intense,Sucralose_Sweet,Sucralose_Salty,Sucralose_Sour,Sucralose_Bitter,Sucralose_Burn,Sucralose_Like,Sucralose_Intense,Chip_1_Fatty,Chip_1_Salty,Chip_1_Crispy,Chip_1_Like,Chip_2_Fatty,Chip_2_Salty,Chip_2_Crispy,Chip_2_Like,Chip_3_Fatty,Chip_3_Salty,Chip_3_Crispy,Chip_3_Like,Chip_4_Fatty,Chip_4_Salty,Chip_4_Crispy,Chip_4_Like,Odor_1_Smell,Odor_1_Like,Odor_1_Intense,Odor_2_Smell,Odor_2_Like,Odor_2_Intense,Menthol_Sweet,Menthol_Salty,Menthol_Sour,Menthol_Bitter,Menthol_Burn,Menthol_Cool,Menthol_Liking,Menthol_Intense,Capsaicin_Sweet,Capsaicin_Salty,Capsaicin_Sour,Capsaicin_Bitter,Capsaicin_Burn,Capsaicin_Cool,Capsaicin_Liking,Capsaicin_Intense,2.5%CornOilNoFA_Fatty,2.5%CornOilNoFA_Salty,2.5%CornOilNoFA_Crispy,2.5%CornOilNoFA_Liking,15%CornOilNoFA_Fatty,15%CornOilNoFA_Salty,15%CornOilNoFA_Crispy,15%CornOilNoFA_Liking,5%CornOilNoFA_Fatty,5%CornOilNoFA_Salty,5%CornOilNoFA_Crispy,5%CornOilNoFA_Liking,10%CornOilNoFA_Fatty,10%CornOilNoFA_Salty,10%CornOilNoFA_Crispy,10%CornOilNoFA_Liking,5%CornOil_02%Palmitic_Fatty,5%CornOil_02%Palmitic_Salty,5%CornOil_02%Palmitic_Crispy,5%CornOil_02%Palmitic_Liking,2.5%CornOil_02%Palmitic_Fatty,2.5%CornOil_02%Palmitic_Salty,2.5%CornOil_02%Palmitic_Crispy,2.5%CornOil_02%Palmitic_Liking,Water_Cool1,Sucrose_Cool2,NaCl_Cool3,PTC_Cool9,PTC_Bitter9,PTC_Intense9,PTC_Like9,Stevia_Like17,Sucrose_Like2,Sucrose_Sweet2
2119,TWA2119,TW-1299,1,1,,F,6,,,,8/2/2014,Saturday,21,DZ,,DZ,Opposite,TWA2120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.8,3.8,3.8,5.4
2120,TWA2120,TW-1300,1,2,,M,6,,,,8/2/2014,Saturday,21,DZ,,DZ,Opposite,TWA2119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,7.2,0.3,4.9,6.6,6.1
2121,TWA2121,TW-905,1,1,,F,1,,,,8/2/2014,Saturday,21,DZ,DZ,DZ,Same,TWA2122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,5.5,0.5,5.6,5.6,5.5
2122,TWA2122,TW-906,1,2,,F,1,,,,8/2/2014,Saturday,21,DZ,DZ,DZ,Same,TWA2121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0,3.3,4,5.3,5.5
2123,TWA2123,TW-1014,1,2,,F,1,,,,8/2/2014,Saturday,20,MZ,,MZ,Same,TWA2124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,3.4,2,3.8,5.7,5.7
2124,TWA2124,TW-1013,1,1,,F,1,,,,8/2/2014,Saturday,20,MZ,,MZ,Same,TWA2123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,2.9,0.4,3.5,4.4,2.8
2125,TWA2125,TW-1301,1,1,,F,3,,,,8/2/2014,Saturday,19,MZ,,MZ,Same,TWA2126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7.6,0,0,0.7,0.4
2126,TWA2126,TW-1302,1,2,,F,3,,,,8/2/2014,Saturday,19,MZ,,MZ,Same,TWA2125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,7.6,0,0,0,7.6
2127,TWA2127,TW-58,1,2,,F,1,,,,8/2/2014,Saturday,60,MZ,,MZ,Same,TWA2128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2.9,3.8,6.5,4.8,2.7
2128,TWA2128,TW-57,1,1,,F,1,,,,8/2/2014,Saturday,60,MZ,,MZ,Same,TWA2127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,0.1,3.1,3.9,7.4
2129,TWA2129,TW-1303,1,1,,M,1,,,,8/2/2014,Saturday,19,DZ,,DZ,Opposite,TWA2130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,4.7,0.4,1.1,5.3,5.5
2130,TWA2130,TW-1304,1,2,,F,1,,,,8/2/2014,Saturday,19,DZ,,DZ,Opposite,TWA2129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,5.1,2.2,4.8,3.9,2.6
2131,TWA2131,TW-125,1,1,,F,1,,,,8/2/2014,Saturday,54,MZ,,MZ,Same,TWA2132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,7,0.4,4.5,4.9,6.9
2132,TWA2132,TW-126,1,2,,F,1,,,,8/2/2014,Saturday,54,MZ,,MZ,Same,TWA2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7.1,0.8,3.8,7.2,7.1
2133,TWA2133,TW-1305,1,1,,M,1,,,,8/2/2014,Saturday,60,MZ,,MZ,Same,TWA2133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,4.8,0.5,0.7,7,5.7
2134,TWA2134,TW-1306,1,2,,M,1,,,,8/2/2014,Saturday,60,MZ,,MZ,Same,TWA2134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,6.8,0.3,2.2,5.8,6.8
2135,TWA2135,TW-1307,1,1,,F,1,,,,8/2/2014,Saturday,54,DZ,,DZ,Same,TWA2136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,3.8,2.2,3.9,6.8
2136,TWA2136,TW-1308,1,2,,F,1,,,,8/2/2014,Saturday,54,DZ,,DZ,Same,TWA2135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,6,0.1,3.8,3.8,1.5
2137,TWA2137,TW-499,1,1,,F,1,,,,8/2/2014,Saturday,25,DZ,DZ,DZ,Same,TWA2138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.8,5.8,7.6,5.6
2138,TWA2138,TW-500,1,2,,F,1,,,,8/2/2014,Saturday,25,DZ,DZ,DZ,Same,TWA2137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.8,3.4,5.8,2.4
2139,TWA2139,TW-188,1,2,,F,1,,,,8/2/2014,Saturday,40,MZ,,MZ,Same,TWA2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,7.2,0,3.8,5.1,2.8
2140,TWA2140,TW-187,1,1,,F,1,,,,8/2/2014,Saturday,40,MZ,,MZ,Same,TWA2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,7.3,0,3.8,0,6.8
2141,TWA2141,TW-1068,1,1,,F,1,,,,8/2/2014,Saturday,21,both,,both,Same,TWA2143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5.7,0,4.7,5.6,5.9
2142,TWA2142,TW-1069,1,3,,F,1,,,,8/2/2014,Saturday,21,both,,both,Same,TWA2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.8,2,5.6,5.4
2143,TWA2143,TW-1070,1,2,,F,1,,,,8/2/2014,Saturday,21,both,,both,Same,TWA2142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,6.5,0,3,5.7,5.9
2144,TWA2144,TW-1071,,0,,,unknown,,,,8/2/2014,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,TWA2145,TW-614,1,2,,F,1,,,,8/2/2014,Saturday,36,MZ,,MZ,Same,TWA2146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,3.5,0.6,4.9,5.7,6.6
2146,TWA2146,TW-613,1,1,,F,1,,,,8/2/2014,Saturday,36,MZ,,MZ,Same,TWA2145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,0.8,3.6,4.7,4.2
2147,TWA2147,TW-1309,1,1,,M,1,,,,8/2/2014,Saturday,49,MZ,,MZ,Same,TWA2148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,1,1.3,3.5,0.4,4.8
2148,TWA2148,TW-1310,1,2,,M,1,,,,8/2/2014,Saturday,49,MZ,,MZ,Same,TWA2147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,2.3,0.9,2,2.4,7.5
2149,TWA2149,TW-1311,1,1,,F,4,,,,8/2/2014,Saturday,71,MZ,,MZ,Same,TWA2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,3.8,0.1,3.8,5,6.7
2150,TWA2150,TW-1312,1,2,,F,4,,,,8/2/2014,Saturday,71,MZ,,MZ,Same,TWA2149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,5.8,0.9,6.3,7.6,7.6
2151,TWA2151,TW-521,1,1,,F,4,,,,8/2/2014,Saturday,67,MZ,,MZ,Same,TWA2152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5,0.9,2.7,5,5.6
2152,TWA2152,TW-522,1,2,,F,4,,,,8/2/2014,Saturday,67,MZ,,MZ,Same,TWA2151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,7.1,0.4,5.2,6.6,6.6
2153,TWA2153,TW-1313,1,1,,F,1,,,,8/2/2014,Saturday,31,DZ,,DZ,Same,TWA2154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,6.3,0,3.8,6.2,6.8
2154,TWA2154,TW-1314,1,2,,F,1,,,,8/2/2014,Saturday,31,DZ,,DZ,Same,TWA2153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,5.4,0.1,1.5,5.3,5.1
2155,TWA2155,TW-1315,1,1,,M,1,,,,8/2/2014,Saturday,35,MZ,,MZ,Same,TWA2156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,7.6,0,4.9,5.9,5.5
2156,TWA2156,TW-1316,1,2,,M,1,,,,8/2/2014,Saturday,35,MZ,,MZ,Same,TWA2155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,2.1,0,3.8,3.8,6.1
2157,TWA2157,TW-91,1,1,,M,1,,,,8/2/2014,Saturday,55,MZ,,MZ,Same,TWA2158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,2.5,0.4,3.3,4.9,5.6
2158,TWA2158,TW-92,1,2,,M,1,,,,8/2/2014,Saturday,55,MZ,,MZ,Same,TWA2157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,3.8,0.2,3.8,4.8,5.9
2159,TWA2159,TW-288,1,2,,F,1,,,,8/2/2014,Saturday,35,MZ,,MZ,Same,TWA2160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7.6,0,2.7,3.8,5.8
2160,TWA2160,TW-287,1,1,,F,1,,,,8/2/2014,Saturday,35,MZ,,MZ,Same,TWA2159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,3.8,0.1,7.1,7.6,7.6
2161,TWA2161,TW-1317,1,1,,F,1,,,,8/2/2014,Saturday,21,DZ,,DZ,Opposite,TWA2162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,5.2,0.3,2,6.8,6.7
2162,TWA2162,TW-1318,1,2,,M,1,,,,8/2/2014,Saturday,21,DZ,,DZ,Opposite,TWA2161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,1.8,3.4,4.7,5.6,4.2
2163,TWA2163,TW-815,1,2,,F,1,,,,8/2/2014,Saturday,25,MZ,,MZ,Same,TWA2164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7.6,0,3.8,3.8,4.5
2164,TWA2164,TW-814,1,1,,F,1,,,,8/2/2014,Saturday,25,MZ,,MZ,Same,TWA2163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,0,0,3.8,3.8,7.6
2165,TWA2165,TW-1319,2,1,,M,4,,,,8/2/2014,Saturday,27,MZ,,MZ,Same,TWA2166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,7.6,0,0.1,6.8,6.9
2166,TWA2166,TW-1320,1,2,,M,4,,,,8/2/2014,Saturday,27,MZ,,MZ,Same,TWA2165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,6.8,0.2,3.8,5.6,5.7
2167,TWA2167,TW-1004,1,2,,M,1,,,,8/2/2014,Saturday,24,MZ,,MZ,Same,TWA2168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,6.2,0,3.2,5.7,4.7
2168,TWA2168,TW-1003,1,1,,M,1,,,,8/2/2014,Saturday,24,MZ,,MZ,Same,TWA2169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,6.2,0.2,3.8,6.4,5.6
2169,TWA2169,TW-1321,1,1,,F,1,,,,8/2/2014,Saturday,45,MZ,,MZ,Same,TWA2170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,4.8,0,3.8,3.8,2.1
2170,TWA2170,TW-1322,1,2,,F,1,,,,8/2/2014,Saturday,45,MZ,,MZ,Same,TWA2169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,6.4,0,3.8,3.8,2.5
2171,TWA2171,TW-1323,1,1,,F,1,,,,8/2/2014,Saturday,31,MZ,,MZ,Same,TWA2172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,6.1,0.2,3.7,3.8,4.4
2172,TWA2172,TW-1324,1,2,,F,1,,,,8/2/2014,Saturday,31,MZ,,MZ,Same,TWA2171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,4.7,2,4.8,4.8,4.4
2173,TWA2173,TW-1325,1,1,,F,1,,,,8/2/2014,Saturday,36,DZ,,DZ,Same,TWA2174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.3,3.8,3.8,4.9,5.7
2174,TWA2174,TW-1326,1,2,,F,1,,,,8/2/2014,Saturday,36,DZ,,DZ,Same,TWA2173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.5,3.8,3.8,5.4,6.6
2175,TWA2175,TW-1327,1,1,,F,3,,,,8/2/2014,Saturday,18,MZ,,MZ,Same,TWA2176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,4.1,0.5,0,0.7,5.7
2176,TWA2176,TW-1328,1,2,,F,3,,,,8/2/2014,Saturday,18,MZ,,MZ,Same,TWA2175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,2.9,2.9,3.8,4.1,2.3
2177,TWA2177,TW-1329,1,1,,F,1,,,,8/2/2014,Saturday,30,MZ,,MZ,Same,TWA2178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,5.2,0.2,3.7,3.7,4.8
2178,TWA2178,TW-1330,1,2,,F,1,,,,8/2/2014,Saturday,30,MZ,,MZ,Same,TWA2177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,3.8,0,4.2,4.3,6
2179,TWA2179,TW-45,1,1,,M,4,,,,8/2/2014,Saturday,55,MZ,,MZ,Same,TWA2180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,6.6,0,1.7,5.5,6.6
2180,TWA2180,TW-46,1,2,,M,4,,,,8/2/2014,Saturday,55,MZ,,MZ,Same,TWA2179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,7.6,0,3.8,6.8,6.3
2181,TWA2181,TW-1331,1,1,,M,1,,,,8/2/2014,Saturday,52,MZ,,MZ,Same,TWA2182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0,6.3,3.8,3.8,7.6
2182,TWA2182,TW-1332,1,2,,M,1,,,,8/2/2014,Saturday,52,MZ,,MZ,Same,TWA2181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.8,6.1,7.1,5.8
2183,TWA2183,TW-1333,1,1,,F,3,,,,8/2/2014,Saturday,23,DZ,,DZ,Same,TWA2184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,5.3,0,0.5,1.6,4.4
2184,TWA2184,TW-1334,1,2,,F,3,,,,8/2/2014,Saturday,23,DZ,,DZ,Same,TWA2183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,7.4,0.1,2.7,6.6,6.8
2185,TWA2185,TW-396,1,2,,F,1,,,,8/2/2014,Saturday,32,MZ,,MZ,Same,TWA2186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,2.5,2.1,3.8,3.8,5
2186,TWA2186,TW-395,1,1,,F,1,,,,8/2/2014,Saturday,32,MZ,,MZ,Same,TWA2185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,4.8,0,3.8,5.5,5.9
2187,TWA2187,TW-724,1,2,,F,1,,,,8/2/2014,Saturday,20,MZ,,MZ,Same,TWA2188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,4.7,0,4.9,5.3,5.6
2188,TWA2188,TW-723,1,1,,F,1,,,,8/2/2014,Saturday,20,MZ,,MZ,Same,TWA2187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,7.4,0,4.6,6.5,4.8
2189,TWA2189,TW-1335,1,1,,F,1,,,,8/2/2014,Saturday,37,MZ,,MZ,Same,TWA2190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,6.8,0.2,3.8,6.4,7.5
2190,TWA2190,TW-1336,1,2,,F,1,,,,8/2/2014,Saturday,37,MZ,,MZ,Same,TWA2189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5.8,0.2,2.9,5.1,6
2191,TWA2191,TW-158,1,2,,F,1,,,,8/2/2014,Saturday,38,MZ,,MZ,Same,TWA2192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1.6,3.9,3.8,5,7.1
2192,TWA2192,TW-157,1,1,,F,1,,,,8/2/2014,Saturday,38,MZ,,MZ,Same,TWA2191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,3.6,3.4,3.8,4.2,6.7
2193,TWA2193,TW-1337,1,1,,M,1,,,,8/2/2014,Saturday,44,MZ,,MZ,Same,TWA2194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,2,1.3,3.8,3.8,1.1
2194,TWA2194,TW-1338,1,2,,M,1,,,,8/2/2014,Saturday,44,MZ,,MZ,Same,TWA2193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,3.5,3.2,1.4,3.8,1.1
2195,TWA2195,TW-256,1,2,,F,1,,,,8/2/2014,Saturday,35,MZ,,MZ,Same,TWA2196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1.1,3.8,5.9,6.1,4.8
